date,fx,upDown,IR2,Up/Down (2),IR5,Up/Down (5),IR10,Up/Down (10)
14/09/2001,1.4682,0,1.29,1,0.606,1,-0.128,0
17/09/2001,1.4655,1,1.251,0,0.551,0,-0.16,0
18/09/2001,1.468,1,1.263,1,0.585,1,-0.22,0
19/09/2001,1.4685,0,1.394,1,0.681,1,-0.176,1
20/09/2001,1.4662,0,1.342,0,0.67,0,-0.208,0
21/09/2001,1.4567,1,1.286,0,0.653,0,-0.166,1
24/09/2001,1.4635,1,1.26,0,0.637,0,-0.156,1
25/09/2001,1.4702,1,1.302,1,0.651,1,-0.151,1
26/09/2001,1.4751,0,1.364,1,0.706,1,-0.126,1
27/09/2001,1.4744,0,1.378,1,0.737,1,-0.065,1
28/09/2001,1.4744,1,1.325,0,0.695,0,-0.081,0
01/10/2001,1.4792,0,1.412,1,0.752,1,-0.022,1
02/10/2001,1.4691,1,1.422,1,0.739,0,-0.03,0
03/10/2001,1.4777,0,1.344,0,0.673,0,-0.07,0
04/10/2001,1.476,1,1.341,0,0.647,0,-0.109,0
05/10/2001,1.4842,0,1.364,1,0.656,1,-0.112,0
09/10/2001,1.4581,0,1.454,1,0.641,0,-0.178,0
10/10/2001,1.4515,0,1.459,1,0.65,1,-0.182,0
11/10/2001,1.4446,1,1.423,0,0.641,0,-0.193,0
12/10/2001,1.453,0,1.426,1,0.639,0,-0.21,0
15/10/2001,1.4494,0,1.407,0,0.648,1,-0.2,1
16/10/2001,1.449,0,1.404,0,0.674,1,-0.164,1
17/10/2001,1.447,0,1.347,0,0.642,0,-0.156,1
18/10/2001,1.444,0,1.372,1,0.648,1,-0.172,0
19/10/2001,1.433,0,1.331,0,0.592,0,-0.227,0
22/10/2001,1.4253,1,1.276,0,0.542,0,-0.247,0
23/10/2001,1.4258,1,1.294,1,0.548,1,-0.24,1
24/10/2001,1.4289,0,1.264,0,0.523,0,-0.259,0
25/10/2001,1.4268,1,1.221,0,0.5,0,-0.268,0
26/10/2001,1.4366,1,1.274,1,0.546,1,-0.236,1
29/10/2001,1.4558,0,1.298,1,0.57,1,-0.241,0
30/10/2001,1.4515,1,1.319,1,0.569,0,-0.247,0
31/10/2001,1.4545,1,1.634,1,0.968,1,0.201,1
01/11/2001,1.4637,0,1.521,1,0.862,1,0.111,1
02/11/2001,1.4628,0,1.534,1,0.819,0,0.044,0
05/11/2001,1.4588,0,1.475,0,0.793,0,0.04,0
06/11/2001,1.4573,1,1.603,1,0.85,1,0.075,1
07/11/2001,1.4637,0,1.547,0,0.82,0,0.114,1
08/11/2001,1.4543,1,1.408,0,0.705,0,0.028,0
09/11/2001,1.4562,0,1.362,0,0.642,0,-0.009,0
13/11/2001,1.4413,1,1.334,0,0.661,1,0.02,1
14/11/2001,1.4417,0,1.28,0,0.608,0,-0.067,0
15/11/2001,1.4321,0,1.194,0,0.493,0,-0.192,0
16/11/2001,1.4268,0,1.163,0,0.393,0,-0.264,0
19/11/2001,1.4132,1,1.226,1,0.423,1,-0.235,1
20/11/2001,1.4198,0,1.172,0,0.359,0,-0.305,0
21/11/2001,1.4167,0,1.135,0,0.306,0,-0.393,0
23/11/2001,1.4095,1,1.047,0,0.251,0,-0.383,1
26/11/2001,1.4122,1,0.996,0,0.173,0,-0.442,0
27/11/2001,1.415,1,1.364,1,0.443,1,-0.242,1
28/11/2001,1.4263,1,1.262,0,0.382,0,-0.308,0
29/11/2001,1.4265,0,1.438,1,0.555,1,-0.168,1
30/11/2001,1.4241,1,1.496,0,0.634,0,-0.097,0
03/12/2001,1.4246,0,1.485,0,0.652,0,-0.061,0
04/12/2001,1.4233,0,1.46,0,0.659,1,-0.039,1
05/12/2001,1.4165,1,1.389,0,0.557,0,-0.131,0
06/12/2001,1.4286,1,1.397,1,0.529,0,-0.164,0
07/12/2001,1.4338,1,1.466,1,0.525,0,-0.193,0
10/12/2001,1.4352,1,1.568,1,0.576,1,-0.155,1
11/12/2001,1.4385,1,1.605,1,0.627,1,-0.146,1
12/12/2001,1.4468,0,1.501,0,0.54,0,-0.212,0
13/12/2001,1.4409,1,1.515,1,0.518,0,-0.265,0
14/12/2001,1.4543,1,1.471,0,0.425,0,-0.375,0
17/12/2001,1.4592,0,1.5,1,0.478,1,-0.312,1
18/12/2001,1.4577,0,1.537,1,0.521,1,-0.254,1
19/12/2001,1.4505,0,1.514,0,0.54,1,-0.221,1
20/12/2001,1.4486,0,1.522,1,0.564,1,-0.186,1
21/12/2001,1.4411,1,1.506,0,0.549,0,-0.193,0
24/12/2001,1.4424,1,1.458,0,0.471,0,-0.289,0
27/12/2001,1.451,1,1.646,1,0.67,1,-0.073,1
28/12/2001,1.4513,1,1.575,0,0.663,0,-0.082,0
31/12/2001,1.4546,0,1.035,1,0.116,1,-0.697,1
02/01/2002,1.4468,0,0.788,0,-0.122,0,-0.866,0
03/01/2002,1.4385,1,0.704,0,-0.168,0,-0.859,1
04/01/2002,1.4473,0,0.843,1,-0.094,1,-0.835,1
07/01/2002,1.4404,0,0.971,1,-0.031,1,-0.834,1
08/01/2002,1.4394,0,0.974,1,-0.055,0,-0.864,0
09/01/2002,1.4374,1,1.137,1,0.067,1,-0.784,1
10/01/2002,1.4391,1,1.136,0,0.091,1,-0.763,1
11/01/2002,1.4486,1,1.37,1,0.248,1,-0.663,1
14/01/2002,1.4495,0,1.201,0,0.148,0,-0.727,0
15/01/2002,1.4411,0,1.227,1,0.17,1,-0.681,1
16/01/2002,1.4372,0,1.145,0,0.117,0,-0.723,0
17/01/2002,1.4357,1,0.99,0,-0.004,0,-0.795,0
18/01/2002,1.4383,0,0.938,0,0.035,1,-0.736,1
22/01/2002,1.4289,0,0.948,1,-0.015,0,-0.762,0
23/01/2002,1.4253,1,0.805,0,-0.176,0,-0.893,0
24/01/2002,1.4258,0,0.76,0,-0.112,1,-0.788,1
25/01/2002,1.4082,1,0.861,1,-0.068,1,-0.758,1
28/01/2002,1.4095,1,0.865,1,-0.077,0,-0.76,0
29/01/2002,1.4139,1,1.023,1,0.07,1,-0.659,1
30/01/2002,1.4142,0,0.898,0,-0.05,0,-0.78,0
31/01/2002,1.4108,1,2.048,0,1.103,0,0.354,0
01/02/2002,1.4162,1,2.131,1,1.168,1,0.384,1
04/02/2002,1.4233,0,2.148,1,1.192,1,0.422,1
05/02/2002,1.4157,0,2.105,0,1.167,0,0.398,0
06/02/2002,1.4124,1,2.118,1,1.165,0,0.401,1
07/02/2002,1.414,1,2.214,1,1.281,1,0.519,1
08/02/2002,1.415,1,2.222,1,1.303,1,0.566,1
11/02/2002,1.4218,1,2.203,0,1.275,0,0.545,0
12/02/2002,1.4327,0,2.288,1,1.328,1,0.557,1
13/02/2002,1.4287,1,2.232,0,1.287,0,0.546,0
14/02/2002,1.431,1,2.191,0,1.289,1,0.553,1
15/02/2002,1.432,0,2.244,1,1.309,1,0.549,0
19/02/2002,1.4314,0,2.218,0,1.291,0,0.569,1
20/02/2002,1.4273,0,2.171,0,1.271,0,0.573,1
21/02/2002,1.4264,1,2.21,1,1.329,1,0.632,1
22/02/2002,1.4327,0,2.15,0,1.308,0,0.605,0
25/02/2002,1.4251,0,2.159,1,1.304,0,0.608,1
26/02/2002,1.4171,1,2.112,0,1.259,0,0.566,0
27/02/2002,1.4192,0,2.216,1,1.37,1,0.654,1
28/02/2002,1.4174,1,1.862,0,1.1,0,0.417,0
01/03/2002,1.4177,1,1.806,1,1.035,1,0.365,1
04/03/2002,1.4231,1,1.85,1,1.054,1,0.354,0
05/03/2002,1.4243,0,1.887,1,1.113,1,0.415,1
06/03/2002,1.4228,1,1.966,1,1.087,0,0.41,0
07/03/2002,1.4283,0,1.87,0,0.973,0,0.297,0
08/03/2002,1.423,0,1.755,0,0.851,0,0.19,0
11/03/2002,1.4198,0,1.741,0,0.844,0,0.168,0
12/03/2002,1.4152,0,1.746,1,0.859,1,0.182,1
13/03/2002,1.4151,1,1.843,1,0.943,1,0.243,1
14/03/2002,1.4202,1,1.72,0,0.813,0,0.152,0
15/03/2002,1.4248,1,1.755,1,0.874,1,0.224,1
18/03/2002,1.4267,0,1.736,0,0.867,0,0.234,1
19/03/2002,1.4241,1,1.772,1,0.887,1,0.257,1
20/03/2002,1.4285,0,1.659,0,0.782,0,0.167,0
21/03/2002,1.4264,0,1.746,1,0.874,1,0.235,1
22/03/2002,1.4258,1,1.708,0,0.841,0,0.205,0
25/03/2002,1.426,0,1.726,1,0.853,1,0.221,1
26/03/2002,1.4257,0,1.774,1,0.894,1,0.253,1
27/03/2002,1.4248,1,1.77,0,0.847,0,0.191,0
28/03/2002,1.4251,1,1.668,0,0.823,0,0.194,1
02/04/2002,1.4358,1,1.792,1,0.926,1,0.251,1
03/04/2002,1.4361,0,1.807,1,0.947,1,0.254,1
04/04/2002,1.4341,0,1.751,0,0.897,0,0.221,0
05/04/2002,1.4321,0,1.783,1,0.959,1,0.287,1
08/04/2002,1.4308,1,1.728,0,0.918,0,0.245,0
09/04/2002,1.4369,0,1.825,1,0.997,1,0.321,1
10/04/2002,1.4364,1,1.808,0,0.982,0,0.307,0
11/04/2002,1.4385,0,1.786,0,0.96,0,0.275,0
12/04/2002,1.4372,1,1.829,1,1.019,1,0.325,1
15/04/2002,1.4375,1,1.818,0,1,0,0.31,0
16/04/2002,1.4405,1,1.859,1,1.036,1,0.334,1
17/04/2002,1.4455,1,1.876,1,1.023,0,0.294,0
18/04/2002,1.4479,0,1.91,1,1.064,1,0.361,1
19/04/2002,1.4476,1,1.903,0,1.0664,1,0.3728,1
22/04/2002,1.451,0,1.857,0,1.0306,0,0.3505,0
23/04/2002,1.4474,1,1.877,1,1.0631,1,0.402,1
24/04/2002,1.4494,1,1.942,1,1.103,1,0.4207,1
25/04/2002,1.4552,1,1.836,0,1.0631,0,0.3812,0
26/04/2002,1.4582,1,1.849,1,1.0713,1,0.3853,1
29/04/2002,1.459,0,1.844,0,1.0523,0,0.3742,0
30/04/2002,1.458,1,1.783,1,0.9851,1,0.3043,1
01/05/2002,1.4656,0,1.8015,1,1.0006,1,0.2951,1
02/05/2002,1.4633,1,1.8563,1,1.0289,1,0.3279,1
03/05/2002,1.469,0,1.8864,1,1.0314,1,0.315,0
07/05/2002,1.4675,0,1.8929,1,1.0437,1,0.304,0
08/05/2002,1.4564,1,1.7222,0,0.817,0,0.1908,0
09/05/2002,1.46,1,1.8447,1,0.9219,1,0.2841,1
10/05/2002,1.4641,0,1.9233,1,1.0101,1,0.3437,1
13/05/2002,1.4572,0,1.8108,0,0.9066,0,0.2473,0
14/05/2002,1.4503,1,1.7615,0,0.876,0,0.2325,0
15/05/2002,1.4604,0,1.8651,1,0.9472,1,0.263,1
16/05/2002,1.4559,1,1.9077,1,0.9935,1,0.3325,1
17/05/2002,1.4579,0,1.8131,0,0.9366,0,0.2874,0
20/05/2002,1.4579,1,1.8634,1,0.9461,1,0.2668,0
21/05/2002,1.4599,0,1.9095,1,0.9868,1,0.3109,1
22/05/2002,1.4593,0,1.9075,0,1.0092,1,0.3363,1
23/05/2002,1.4549,1,1.8859,0,0.9844,0,0.2978,0
24/05/2002,1.4581,1,1.8709,0,0.9804,0,0.2937,0
28/05/2002,1.4593,1,1.8395,0,0.9936,1,0.3393,1
29/05/2002,1.4629,1,1.9023,1,1.0414,1,0.3889,1
30/05/2002,1.4654,0,1.9156,1,1.0889,1,0.4162,1
31/05/2002,1.4553,1,1.4922,0,0.6828,0,0.0103,0
05/06/2002,1.4588,1,1.5168,1,0.6671,0,-0.0259,0
06/06/2002,1.4603,0,1.5544,1,0.7461,1,0.0404,1
07/06/2002,1.4596,1,1.4576,0,0.6459,0,-0.0478,0
10/06/2002,1.4605,1,1.4964,1,0.6658,1,-0.0284,1
11/06/2002,1.4718,0,1.6055,1,0.745,1,0.0413,1
12/06/2002,1.4708,1,1.597,0,0.7412,0,0.0346,0
13/06/2002,1.4723,1,1.6,1,0.7069,0,-0.0157,0
14/06/2002,1.4774,1,1.641,1,0.7829,1,0.0183,1
17/06/2002,1.4797,1,1.6507,1,0.7654,0,-0.0205,0
18/06/2002,1.491,1,1.6656,1,0.7627,0,-0.0343,0
19/06/2002,1.4922,1,1.7523,1,0.8437,1,0.0463,1
20/06/2002,1.4985,0,1.6752,0,0.8092,0,0.0225,0
21/06/2002,1.4976,1,1.6763,1,0.8393,1,0.0609,1
24/06/2002,1.5013,1,1.5935,0,0.7291,0,-0.0682,0
25/06/2002,1.5083,1,1.7068,1,0.8425,1,0.014,1
26/06/2002,1.526,1,1.6784,0,0.8186,0,0.0043,0
27/06/2002,1.5288,1,1.639,0,0.7733,0,-0.072,0
28/06/2002,1.5335,0,1.6846,1,0.8341,1,0.0095,1
01/07/2002,1.533,1,1.6507,0,0.8576,1,0.0298,1
02/07/2002,1.5358,0,1.6917,1,0.8982,1,0.0726,1
03/07/2002,1.5271,0,1.6305,0,0.8675,0,0.0491,0
05/07/2002,1.5222,1,1.6394,1,0.835,0,0.037,0
08/07/2002,1.5439,1,1.6993,1,0.9039,1,0.1095,1
09/07/2002,1.5484,0,1.7633,1,0.9855,1,0.1748,1
10/07/2002,1.5484,1,1.8299,1,1.0564,1,0.2289,1
11/07/2002,1.5531,1,1.7472,0,0.9541,0,0.1308,0
12/07/2002,1.5543,1,1.784,1,0.9897,1,0.1622,1
15/07/2002,1.5692,1,1.6959,0,0.8999,0,0.073,0
16/07/2002,1.5758,0,1.5336,0,0.8134,0,0.0245,0
17/07/2002,1.5712,1,1.5992,1,0.8766,1,0.0835,1
18/07/2002,1.574,1,1.7147,1,0.9756,1,0.1423,1
19/07/2002,1.5771,1,1.7328,1,1.0173,1,0.1846,1
22/07/2002,1.5794,0,1.7364,1,1.0646,1,0.2343,1
23/07/2002,1.5625,1,1.8483,1,1.1904,1,0.2931,1
24/07/2002,1.5728,1,1.6175,0,1.0303,0,0.1338,0
25/07/2002,1.5844,0,1.719,1,1.1726,1,0.2639,1
26/07/2002,1.5657,0,1.7191,1,1.1879,1,0.2633,0
29/07/2002,1.5643,1,1.5862,0,1.066,0,0.1391,0
30/07/2002,1.5725,0,1.5349,0,1.0123,0,0.107,0
31/07/2002,1.5637,0,2.2281,1,1.7027,1,0.7972,1
01/08/2002,1.5612,1,2.2527,1,1.726,1,0.8087,1
02/08/2002,1.57,0,2.339,1,1.8067,1,0.8716,1
05/08/2002,1.5599,0,2.3729,1,1.8046,0,0.8578,0
06/08/2002,1.5371,1,2.3004,0,1.7268,0,0.7825,0
07/08/2002,1.5395,0,2.3093,1,1.6504,0,0.7352,0
08/08/2002,1.5318,0,2.2405,0,1.5968,0,0.6735,0
09/08/2002,1.5246,1,2.2655,1,1.6894,1,0.787,1
12/08/2002,1.5315,1,2.2507,0,1.6885,0,0.801,1
13/08/2002,1.5373,0,2.3567,1,1.798,1,0.9138,1
14/08/2002,1.5357,1,2.1085,0,1.6058,0,0.8116,0
15/08/2002,1.5358,1,2.2479,1,1.7144,1,0.8788,1
16/08/2002,1.5392,0,2.2051,0,1.6098,0,0.7466,0
19/08/2002,1.5267,1,2.2626,1,1.6631,1,0.7922,1
20/08/2002,1.5289,1,2.3457,1,1.7534,1,0.8905,1
21/08/2002,1.5321,0,2.3664,1,1.7873,1,0.9059,1
22/08/2002,1.5212,0,2.2638,0,1.7045,0,0.8284,0
23/08/2002,1.5201,1,2.2738,1,1.7338,1,0.8736,1
27/08/2002,1.5348,0,2.1885,0,1.6778,0,0.8174,0
28/08/2002,1.5329,1,2.1769,0,1.6475,0,0.8099,0
29/08/2002,1.5476,1,2.163,0,1.696,1,0.8616,1
30/08/2002,1.5505,1,2.156,0,1.726,1,0.8761,1
03/09/2002,1.5657,0,2.1792,1,1.7759,1,0.9113,1
04/09/2002,1.5642,1,2.133,0,1.7629,0,0.9072,0
05/09/2002,1.5653,0,2.1736,1,1.796,1,0.938,1
06/09/2002,1.5603,0,2.0983,0,1.6919,0,0.8337,0
09/09/2002,1.5567,0,2.0572,0,1.6589,0,0.7985,0
10/09/2002,1.5554,0,2.1524,1,1.779,1,0.9219,1
11/09/2002,1.5539,1,2.1834,1,1.7711,0,0.9086,0
12/09/2002,1.5608,0,2.2041,1,1.8115,1,0.95,1
13/09/2002,1.5519,0,2.1801,0,1.8231,1,0.9868,1
16/09/2002,1.541,1,2.1033,0,1.7404,0,0.9174,0
17/09/2002,1.5415,1,2.2216,1,1.8721,1,1.0408,1
18/09/2002,1.5499,1,2.1388,0,1.8047,0,0.9727,0
19/09/2002,1.5575,0,2.1151,0,1.8102,1,0.9889,1
20/09/2002,1.5546,0,2.0798,0,1.8409,1,1.031,1
23/09/2002,1.5507,1,2.0528,0,1.8853,1,1.0917,1
24/09/2002,1.5599,0,2.0466,0,1.9265,1,1.1254,1
25/09/2002,1.5572,1,2.0136,0,1.8734,0,1.0695,0
26/09/2002,1.5587,1,2.04,1,1.8756,1,1.076,1
27/09/2002,1.5609,1,2.1829,1,2.0119,1,1.1846,1
30/09/2002,1.5684,0,1.7017,1,1.5392,1,0.6758,0
01/10/2002,1.5656,1,1.6081,1,1.375,0,0.5828,1
02/10/2002,1.57,1,1.7583,1,1.4986,1,0.6889,1
03/10/2002,1.5705,0,1.7825,1,1.5069,1,0.7015,1
04/10/2002,1.5654,1,1.7728,0,1.5348,1,0.7344,1
07/10/2002,1.566,0,1.7553,0,1.5325,0,0.7169,0
08/10/2002,1.5534,1,1.7031,0,1.4867,0,0.6909,0
09/10/2002,1.5647,0,1.8393,1,1.5797,1,0.745,1
10/10/2002,1.5643,0,1.853,1,1.5911,1,0.7344,0
11/10/2002,1.5615,0,1.8193,0,1.4992,0,0.6518,0
15/10/2002,1.5531,1,1.7675,0,1.4075,0,0.5623,0
16/10/2002,1.5536,0,1.7621,0,1.3679,0,0.538,0
17/10/2002,1.55,0,1.6304,0,1.1814,0,0.3618,0
18/10/2002,1.5457,0,1.7061,1,1.3088,1,0.4677,1
21/10/2002,1.5432,1,1.5443,0,1.1617,0,0.326,0
22/10/2002,1.5458,1,1.8158,1,1.2278,1,0.3766,1
23/10/2002,1.5478,1,1.753,0,1.1836,0,0.337,0
24/10/2002,1.5547,0,1.8491,1,1.3212,1,0.4873,1
25/10/2002,1.5507,1,1.8501,1,1.3376,1,0.4706,0
28/10/2002,1.5593,0,1.8699,1,1.3557,1,0.4375,0
29/10/2002,1.5565,1,1.9603,1,1.4679,1,0.5388,1
30/10/2002,1.5577,1,2.0112,1,1.4852,1,0.54,1
31/10/2002,1.5651,0,2.1753,1,1.6226,1,0.6635,1
01/11/2002,1.5646,0,2.1214,0,1.5309,0,0.5945,0
04/11/2002,1.557,1,2.1099,0,1.4873,0,0.5833,0
05/11/2002,1.5626,1,2.1073,0,1.5244,1,0.6094,1
06/11/2002,1.564,1,2.1006,0,1.4749,0,0.65,1
07/11/2002,1.58,1,2.106,1,1.5401,1,0.7084,1
08/11/2002,1.5917,0,2.0814,0,1.5085,0,0.6942,0
12/11/2002,1.5901,0,2.1153,1,1.452,0,0.6318,0
13/11/2002,1.5863,0,2.1839,1,1.4921,1,0.6612,1
14/11/2002,1.5785,1,2.0801,0,1.3227,0,0.4944,0
15/11/2002,1.5803,1,2.0893,1,1.3397,1,0.5213,1
18/11/2002,1.5813,0,2.1279,1,1.3667,1,0.5639,1
19/11/2002,1.5798,0,2.11,0,1.3399,0,0.563,0
20/11/2002,1.5716,1,2.0165,0,1.221,0,0.4725,0
21/11/2002,1.5821,0,2.0244,1,1.2215,1,0.4678,0
22/11/2002,1.5803,0,2.0017,0,1.2002,0,0.4524,0
25/11/2002,1.5651,0,2.0284,1,1.2273,1,0.4663,1
26/11/2002,1.5522,0,2.1064,1,1.3173,1,0.5448,1
27/11/2002,1.5464,1,2.0538,0,1.2005,0,0.422,0
29/11/2002,1.5575,1,2.1037,1,1.2716,1,0.4748,1
02/12/2002,1.5586,1,2.1276,1,1.2769,1,0.4813,1
03/12/2002,1.5712,0,2.1198,0,1.261,0,0.4787,0
04/12/2002,1.5702,0,2.1562,1,1.3172,1,0.5194,1
05/12/2002,1.5698,1,2.1283,0,1.3009,0,0.481,0
06/12/2002,1.5765,1,2.1747,1,1.3394,1,0.4953,1
09/12/2002,1.5813,0,2.1382,0,1.3435,1,0.5206,1
10/12/2002,1.5712,1,2.089,0,1.3336,0,0.5221,1
11/12/2002,1.5774,1,2.1094,1,1.3537,1,0.5342,1
12/12/2002,1.5817,1,2.076,0,1.3091,0,0.5032,0
13/12/2002,1.5902,1,2.0584,0,1.278,0,0.4518,0
16/12/2002,1.591,1,2.0153,0,1.2104,0,0.3653,0
17/12/2002,1.5986,1,2.0855,1,1.2749,1,0.4174,1
18/12/2002,1.604,0,2.1207,1,1.3205,1,0.4467,1
19/12/2002,1.603,1,2.1726,1,1.4086,1,0.5308,1
20/12/2002,1.6032,0,2.1491,0,1.3964,0,0.5287,0
23/12/2002,1.5942,0,2.1333,0,1.3702,0,0.5053,0
24/12/2002,1.5935,1,2.1479,1,1.4043,1,0.5458,1
27/12/2002,1.6039,0,2.1854,1,1.4751,1,0.5927,1
30/12/2002,1.6027,1,2.1804,0,1.4948,1,0.6071,1
31/12/2002,1.61,0,1.5558,0,0.8461,0,-0.042,0
02/01/2003,1.594,1,1.4239,1,0.6728,1,-0.1755,1
03/01/2003,1.6113,0,1.4621,1,0.6978,1,-0.1319,1
06/01/2003,1.6087,0,1.4067,0,0.6351,0,-0.1708,0
07/01/2003,1.6042,1,1.4732,1,0.6859,1,-0.1343,1
08/01/2003,1.6135,0,1.4473,0,0.6155,0,-0.1929,0
09/01/2003,1.6078,0,1.3298,0,0.4513,0,-0.339,0
10/01/2003,1.6076,0,1.411,1,0.4894,1,-0.302,1
13/01/2003,1.6002,1,1.4256,1,0.5649,1,-0.2482,1
14/01/2003,1.6048,1,1.4623,1,0.6141,1,-0.2122,1
15/01/2003,1.6056,1,1.5088,1,0.6301,1,-0.1927,1
16/01/2003,1.6112,1,1.4957,0,0.6025,0,-0.2233,0
17/01/2003,1.6131,1,1.4751,0,0.575,0,-0.2551,0
21/01/2003,1.617,1,1.5154,1,0.6062,1,-0.2373,1
22/01/2003,1.6213,1,1.5321,1,0.6616,1,-0.1814,1
23/01/2003,1.6224,1,1.4974,0,0.6277,0,-0.2145,0
24/01/2003,1.6333,1,1.4298,0,0.5569,0,-0.2948,0
27/01/2003,1.6368,1,1.3917,0,0.511,0,-0.3415,0
28/01/2003,1.6394,1,1.4042,1,0.5135,1,-0.3283,1
29/01/2003,1.6478,1,1.3272,0,0.4298,0,-0.3898,0
30/01/2003,1.6552,0,1.3931,1,0.5306,1,-0.2736,1
31/01/2003,1.6463,0,2.9669,0,2.1136,0,1.3155,0
03/02/2003,1.6442,1,2.9547,1,2.0808,1,1.3124,1
04/02/2003,1.6497,0,2.9669,1,2.0972,1,1.3131,1
05/02/2003,1.6405,0,2.9207,0,2.0128,0,1.2465,0
06/02/2003,1.6383,0,2.7679,0,1.9853,0,1.277,1
07/02/2003,1.6319,0,2.7602,0,1.9842,0,1.2756,0
10/02/2003,1.626,0,2.7347,0,1.9449,0,1.2567,0
11/02/2003,1.6192,0,2.754,1,1.9537,1,1.2454,0
12/02/2003,1.6162,1,2.7524,0,1.9003,0,1.2429,0
13/02/2003,1.6197,0,2.7922,1,1.9625,1,1.2621,1
14/02/2003,1.6155,0,2.777,0,1.9312,0,1.235,0
18/02/2003,1.5912,1,2.7952,1,1.9614,1,1.2606,1
19/02/2003,1.5961,0,2.8111,1,1.9778,1,1.2765,1
20/02/2003,1.5932,0,2.7964,0,1.9853,1,1.2717,0
21/02/2003,1.579,1,2.7881,0,2.0041,1,1.2958,1
24/02/2003,1.5875,0,2.7492,0,1.9876,0,1.3095,1
25/02/2003,1.5741,1,2.7425,0,1.9987,1,1.3272,1
26/02/2003,1.5836,0,2.7887,1,2.07,1,1.414,1
27/02/2003,1.5789,0,2.7702,0,2.1172,1,1.4963,1
28/02/2003,1.5724,1,2.177,1,1.5208,1,0.8833,0
03/03/2003,1.5787,1,2.152,1,1.4775,1,0.8362,1
04/03/2003,1.5837,1,2.1721,1,1.5062,1,0.8635,1
05/03/2003,1.603,0,2.1962,1,1.5352,1,0.8862,1
06/03/2003,1.6017,1,2.1752,0,1.501,0,0.8472,0
07/03/2003,1.6033,0,2.1918,1,1.4892,0,0.8174,0
10/03/2003,1.6019,1,2.2194,1,1.5414,1,0.8644,1
11/03/2003,1.6071,1,2.1984,0,1.5156,0,0.8511,0
12/03/2003,1.6125,0,2.1549,0,1.4936,0,0.8612,1
13/03/2003,1.5997,0,2.1697,1,1.4807,0,0.8514,0
14/03/2003,1.5836,0,2.2705,1,1.6047,1,0.9568,1
17/03/2003,1.5701,0,2.2484,0,1.598,0,0.9576,1
18/03/2003,1.5667,0,2.2129,0,1.5346,0,0.8757,0
19/03/2003,1.565,1,2.347,1,1.616,1,0.9127,1
20/03/2003,1.5666,0,2.4147,1,1.667,1,0.9356,1
21/03/2003,1.5624,1,2.3356,0,1.5688,0,0.8519,0
24/03/2003,1.5749,1,2.3884,1,1.6311,1,0.9159,1
25/03/2003,1.5754,0,2.38,0,1.6175,0,0.9181,1
26/03/2003,1.5743,0,2.4283,1,1.6461,1,0.9326,1
27/03/2003,1.5645,1,2.3489,0,1.6004,0,0.8844,0
28/03/2003,1.574,1,2.3766,1,1.6192,1,0.8774,0
31/03/2003,1.5827,0,2.1384,0,1.4246,1,0.692,1
01/04/2003,1.5781,0,2.1356,0,1.4328,0,0.7025,0
02/04/2003,1.5675,1,2.093,0,1.414,0,0.6575,0
03/04/2003,1.573,0,2.1581,1,1.4836,1,0.7128,1
04/04/2003,1.5611,0,2.1294,0,1.4544,0,0.6853,0
07/04/2003,1.5545,0,2.1833,1,1.5011,1,0.7361,1
08/04/2003,1.5541,1,2.1866,1,1.5047,1,0.7406,1
09/04/2003,1.5635,1,2.184,0,1.5341,1,0.7713,1
10/04/2003,1.5721,0,2.0764,0,1.4274,0,0.6649,0
11/04/2003,1.5705,1,2.123,1,1.4525,1,0.6928,1
14/04/2003,1.5732,0,2.1157,0,1.4389,0,0.672,0
15/04/2003,1.5707,1,2.1148,0,1.4354,0,0.6812,1
16/04/2003,1.5805,0,2.1097,0,1.4412,1,0.6938,1
17/04/2003,1.5707,1,2.0357,0,1.369,0,0.6542,0
22/04/2003,1.578,1,2.0357,0,1.3361,0,0.6274,0
23/04/2003,1.586,1,2.077,1,1.3647,1,0.6597,1
24/04/2003,1.5938,0,2.03,0,1.3696,1,0.6461,0
25/04/2003,1.5915,0,2.0448,1,1.3982,1,0.666,1
28/04/2003,1.5885,1,2.0269,0,1.3813,0,0.6575,0
29/04/2003,1.5948,1,2.1379,1,1.3695,0,0.6463,0
30/04/2003,1.5985,1,1.6584,1,0.7547,1,0.0141,1
01/05/2003,1.6111,0,1.6066,1,0.7052,1,-0.0577,1
02/05/2003,1.6038,1,1.5702,0,0.6624,0,-0.068,0
06/05/2003,1.6157,0,1.7197,1,0.845,1,0.0651,1
07/05/2003,1.5967,1,1.677,0,0.9029,1,0.094,1
08/05/2003,1.602,1,1.6902,1,0.8341,0,0.0583,0
09/05/2003,1.6053,1,1.735,1,0.8575,1,0.0554,0
12/05/2003,1.6109,0,1.7113,0,0.8449,0,0.0751,1
13/05/2003,1.6103,1,1.6765,0,0.8373,0,0.0965,1
14/05/2003,1.6181,1,1.7674,1,0.952,1,0.1916,1
15/05/2003,1.622,0,1.6552,0,0.8428,0,0.1473,0
16/05/2003,1.6215,1,1.7349,1,0.9385,1,0.2145,1
19/05/2003,1.6328,1,1.6287,0,0.8405,0,0.108,0
20/05/2003,1.6413,0,1.7246,1,0.9653,1,0.2118,1
21/05/2003,1.6338,0,1.5493,0,0.8376,0,0.1417,0
